Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20230915T204333_20230915T204400_050343_060FA8_915A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230915T204333_20230915T204400_050343_060FA8_915A.zip,S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED.zip,39,60
S1A_IW_SLC__1SDV_20230927T204333_20230927T204400_050518_0615A6_697A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230927T204333_20230927T204400_050518_0615A6_697A.zip,S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48.zip,77,12
S1A_IW_SLC__1SDV_20230927T204333_20230927T204400_050518_0615A6_697A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230927T204333_20230927T204400_050518_0615A6_697A.zip,S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5.zip,73,24
S1A_IW_SLC__1SDV_20230927T204333_20230927T204400_050518_0615A6_697A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230927T204333_20230927T204400_050518_0615A6_697A.zip,S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD.zip,18,36
S1A_IW_SLC__1SDV_20230927T204333_20230927T204400_050518_0615A6_697A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230927T204333_20230927T204400_050518_0615A6_697A.zip,S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED.zip,118,48
S1A_IW_SLC__1SDV_20230927T204333_20230927T204400_050518_0615A6_697A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230927T204333_20230927T204400_050518_0615A6_697A.zip,S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A.zip,19,60
S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48.zip,S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5.zip,150,12
S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48.zip,S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD.zip,59,24
S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48.zip,S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED.zip,195,36
S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48.zip,S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A.zip,58,48
S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231009T204333_20231009T204400_050693_061BA8_FB48.zip,S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C.zip,117,60
S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5.zip,S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD.zip,91,12
S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5.zip,S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED.zip,45,24
S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5.zip,S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A.zip,92,36
S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5.zip,S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C.zip,33,48
S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231021T204334_20231021T204401_050868_06219B_78C5.zip,S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2.zip,270,60
S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD.zip,S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED.zip,136,12
S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD.zip,S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A.zip,1,24
S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD.zip,S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C.zip,58,36
S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD.zip,S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2.zip,179,48
S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231102T204333_20231102T204400_051043_06279C_6BBD.zip,S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A.zip,82,60
S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED.zip,S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A.zip,137,12
S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED.zip,S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C.zip,78,24
S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED.zip,S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2.zip,315,36
S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED.zip,S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A.zip,218,48
S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231114T204333_20231114T204400_051218_062DAA_F4ED.zip,S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058.zip,61,60
S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A.zip,S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C.zip,59,12
S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A.zip,S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2.zip,178,24
S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A.zip,S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A.zip,81,36
S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A.zip,S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058.zip,76,48
S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231126T204332_20231126T204359_051393_0633AE_E90A.zip,S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879.zip,105,60
S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C.zip,S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2.zip,237,12
S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C.zip,S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A.zip,140,24
S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C.zip,S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058.zip,17,36
S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C.zip,S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879.zip,46,48
S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231208T204332_20231208T204359_051568_0639BC_074C.zip,S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE.zip,63,60
S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2.zip,S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A.zip,97,12
S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2.zip,S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058.zip,254,24
S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2.zip,S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879.zip,283,36
S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2.zip,S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE.zip,174,48
S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231220T204331_20231220T204358_051743_063FD8_B2C2.zip,S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267.zip,202,60
S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A.zip,S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058.zip,157,12
S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A.zip,S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879.zip,186,24
S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A.zip,S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE.zip,77,36
S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A.zip,S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267.zip,105,48
S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240101T204330_20240101T204357_051918_0645D3_5E8A.zip,S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE.zip,88,60
S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058.zip,S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879.zip,29,12
S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058.zip,S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE.zip,80,24
S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058.zip,S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267.zip,52,36
S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058.zip,S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE.zip,69,48
S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240113T204330_20240113T204357_052093_064BD0_D058.zip,S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4.zip,95,60
S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879.zip,S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE.zip,109,12
S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879.zip,S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267.zip,81,24
S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879.zip,S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE.zip,98,36
S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879.zip,S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4.zip,124,48
S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240125T204330_20240125T204357_052268_0651AC_D879.zip,S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4.zip,162,60
S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE.zip,S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267.zip,28,12
S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE.zip,S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE.zip,11,24
S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE.zip,S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4.zip,15,36
S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE.zip,S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4.zip,53,48
S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240206T204329_20240206T204356_052443_06579C_5EEE.zip,S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436.zip,105,60
S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267.zip,S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE.zip,17,12
