Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,55,36
S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,34,36
S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233.zip,40,48
S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A.zip,2,48
S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2.zip,39,60
S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443.zip,18,60
S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,7,12
S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,47,12
S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,55,24
S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,34,24
S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233.zip,40,36
S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A.zip,2,36
S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2.zip,39,48
S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443.zip,18,48
S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF.zip,9,60
S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,S1A_IW_SLC__1SDV_20181116T204252_20181116T204319_024618_02B438_DEB6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T204252_20181116T204319_024618_02B438_DEB6.zip,31,60
S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,34,12
S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,6,12
S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,96,24
S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,75,24
S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233.zip,81,36
S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A.zip,43,36
S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2.zip,80,48
S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443.zip,59,48
S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF.zip,50,60
S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,S1A_IW_SLC__1SDV_20181116T204252_20181116T204319_024618_02B438_DEB6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T204252_20181116T204319_024618_02B438_DEB6.zip,10,60
S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,62,12
S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,41,12
S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233.zip,47,24
S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A.zip,9,24
S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2.zip,46,36
S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443.zip,25,36
S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF.zip,16,48
S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,S1A_IW_SLC__1SDV_20181116T204252_20181116T204319_024618_02B438_DEB6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T204252_20181116T204319_024618_02B438_DEB6.zip,24,48
S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,S1A_IW_SLC__1SDV_20181128T204316_20181128T204344_024793_02BAA3_2764,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181128T204316_20181128T204344_024793_02BAA3_2764.zip,26,60
S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,S1A_IW_SLC__1SDV_20181128T204251_20181128T204318_024793_02BAA3_5B59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181128T204251_20181128T204318_024793_02BAA3_5B59.zip,47,60
S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,102,12
S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,81,12
S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233.zip,87,24
S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A.zip,49,24
S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2.zip,86,36
S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443.zip,65,36
S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF.zip,56,48
S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,S1A_IW_SLC__1SDV_20181116T204252_20181116T204319_024618_02B438_DEB6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T204252_20181116T204319_024618_02B438_DEB6.zip,16,48
S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,S1A_IW_SLC__1SDV_20181128T204316_20181128T204344_024793_02BAA3_2764,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181128T204316_20181128T204344_024793_02BAA3_2764.zip,14,60
S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,S1A_IW_SLC__1SDV_20181128T204251_20181128T204318_024793_02BAA3_5B59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181128T204251_20181128T204318_024793_02BAA3_5B59.zip,7,60
S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233.zip,15,12
S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A.zip,53,12
S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2.zip,16,24
S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443.zip,37,24
S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF.zip,46,36
S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,S1A_IW_SLC__1SDV_20181116T204252_20181116T204319_024618_02B438_DEB6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T204252_20181116T204319_024618_02B438_DEB6.zip,86,36
S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,S1A_IW_SLC__1SDV_20181128T204316_20181128T204344_024793_02BAA3_2764,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181128T204316_20181128T204344_024793_02BAA3_2764.zip,88,48
S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,S1A_IW_SLC__1SDV_20181128T204251_20181128T204318_024793_02BAA3_5B59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181128T204251_20181128T204318_024793_02BAA3_5B59.zip,109,48
S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,S1A_IW_SLC__1SDV_20181210T204316_20181210T204344_024968_02C089_C656,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181210T204316_20181210T204344_024968_02C089_C656.zip,25,60
S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,S1A_IW_SLC__1SDV_20181210T204251_20181210T204318_024968_02C089_1EF3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181210T204251_20181210T204318_024968_02C089_1EF3.zip,64,60
S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233.zip,6,12
S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A.zip,32,12
S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2.zip,5,24
S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443.zip,16,24
S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T204317_20181116T204344_024618_02B438_7FAF.zip,25,36
